trial#,date.start,date.end,days,treatment,channel, chamber,species,type,fragments,boat.g,boat.blot.g,fp.g,fp.PCLDM.g,tin.mass.g,tin.dm.g,tin.ash.g,notes
CT1,2019-03-12,2019-03-21,9,1,1B,R113,R,bug,2,1.6886,1.9519,0.4281,0.4978,1.0048,1.0701,1.0089,
CT1,2019-03-12,2019-03-21,9,1,1B,R114,R,bug,2,1.7139,1.9669,0.4225,0.5009,0.9736,1.0447,0.9785,
CT1,2019-03-12,2019-03-21,9,1,1B,R115,R,bug,2,1.6074,1.8421,0.3828,0.4496,2.1131,2.1734,2.1169,
CT1,2019-03-12,2019-03-21,9,1,1B,R116,R,bug,2,1.6683,1.8679,0.3747,0.4372,2.0313,2.0924,2.0356,
CT1,2019-03-12,2019-03-21,9,1,1C,R121,R,microbes,2,1.7389,1.8978,0.4165,NA,NA,NA,NA,Microbes
CT1,2019-03-12,2019-03-21,9,1,1C,R122,R,microbes,2,1.6589,1.8353,0.4075,0.465,2.1666,2.2187,2.1728,Microbes
CT1,2019-03-12,2019-03-21,9,1,1C,R123,R,bug,2,1.7799,2.1051,0.3822,0.4681,2.1377,2.2194,2.1422,
CT1,2019-03-12,2019-03-21,9,1,1C,R124,R,bug,2,1.7627,2.0151,0.4497,0.5241,1.7388,1.8085,1.7423,
CT1,2019-03-12,2019-03-21,9,1,1C,R125,R,bug,2,1.7484,2.1168,0.4908,0.5944,2.0773,2.1758,2.0849,
CT1,2019-03-12,2019-03-21,9,1,1C,R126,R,bug,2,1.8478,2.1476,0.4501,0.5292,1.7345,1.8058,1.7397,
CT1,2019-03-12,2019-03-21,9,3,3B,R131,R,microbes,2,1.6809,1.8691,0.4531,NA,NA,NA,NA,Microbes
CT1,2019-03-12,2019-03-21,9,3,3B,R132,R,microbes,2,1.8442,2.0626,0.3827,0.4401,2.0862,2.1424,2.0914,Microbes
CT1,2019-03-12,2019-03-21,9,3,3B,R133,R,bug,2,1.9147,2.1637,0.4362,0.5087,1.7613,1.8306,1.7663,
CT1,2019-03-12,2019-03-21,9,3,3B,R134,R,bug,2,1.9876,2.1572,0.4049,0.4723,1.74,1.8061,1.7452,
CT1,2019-03-12,2019-03-21,9,3,3B,R135,R,bug,2,1.6956,1.8973,0.4025,0.4731,1.7599,1.8198,1.7645,
CT1,2019-03-12,2019-03-21,9,3,3B,R136,R,bug,2,1.8371,2.1186,0.4098,0.4917,2.0495,2.1288,2.0553,
CT1,2019-03-12,2019-03-21,9,4,4B,R141,R,microbes,2,1.7666,2.0107,0.4195,NA,NA,NA,NA,Microbes
CT1,2019-03-12,2019-03-21,9,4,4B,R142,R,microbes,2,1.8384,1.9604,0.4427,0.4854,2.077,2.1113,2.0794,Microbes
CT1,2019-03-12,2019-03-21,9,4,4B,R143,R,bug,2,1.6584,1.8987,0.4855,0.5561,1.9997,2.0633,2.0023,
CT1,2019-03-12,2019-03-21,9,4,4B,R144,R,bug,2,1.744,2.108,0.3464,0.4513,1.7513,1.854,1.7582,
CT1,2019-03-12,2019-03-21,9,4,4B,R145,R,bug,2,1.6764,2.007,0.3909,0.4862,1.7455,1.8384,1.7544,
CT1,2019-03-12,2019-03-21,9,4,4B,R146,R,bug,2,1.6632,1.9665,0.4377,0.5216,2.0263,2.1082,2.0322,
CT1,2019-03-13,2019-03-21,8,0,0B,R151,R,microbes,2,1.7935,2.0056,0.2975,NA,NA,NA,NA,
CT1,2019-03-13,2019-03-21,8,0,0B,R152,R,microbes,2,1.7633,1.9929,0.3617,0.4303,1.0047,1.0672,1.01,
CT1,2019-03-13,2019-03-21,8,0,0B,R153,R,bug,2,1.68,2.0164,0.4271,0.5243,0.991,1.0858,0.9966,
CT1,2019-03-13,2019-03-21,8,0,0B,R154,R,bug,2,1.8139,2.0756,0.4819,0.5671,1.2597,1.3348,1.2641,
CT1,2019-03-13,2019-03-21,8,0,0B,R155,R,bug,2,1.8853,2.2245,0.4649,0.5366,0.9971,1.0624,1.0002,
CT1,2019-03-13,2019-03-21,8,0,0B,R156,R,bug,2,1.8213,2.1242,0.4219,0.5146,0.9955,1.0853,1.0019,
CT1,2019-03-13,2019-03-21,8,3,3C,R161,R,microbes,2,1.816,2.0256,0.4221,NA,NA,NA,NA,
CT1,2019-03-13,2019-03-21,8,3,3C,R162,R,microbes,2,1.7084,1.8814,0.4951,0.5599,1.0095,1.0637,1.0135,
CT1,2019-03-13,2019-03-21,8,3,3C,R163,R,bug,2,1.7129,1.9968,0.4448,0.5267,0.9864,1.0638,0.9922,
CT1,2019-03-13,2019-03-21,8,3,3C,R164,R,bug,2,1.6489,1.8813,0.3613,0.4315,0.9808,1.0454,0.9848,
CT1,2019-03-13,2019-03-21,8,3,3C,R165,R,bug,2,1.8074,2.0619,0.3707,0.448,0.9908,1.0634,0.9961,
CT1,2019-03-13,2019-03-21,8,3,3C,R166,R,bug,2,1.7667,2.0698,0.3754,0.4666,0.9986,1.0854,1.0041,
CT1,2019-03-13,2019-03-21,8,4,4A,R171,R,microbes,2,1.6908,1.8638,0.4546,NA,NA,NA,NA,
CT1,2019-03-13,2019-03-21,8,4,4A,R172,R,microbes,2,1.7894,1.9424,0.4539,0.5055,0.9993,1.0421,1.0024,
CT1,2019-03-13,2019-03-21,8,4,4A,R173,R,bug,2,1.8209,1.9999,0.4206,0.4771,1.7566,1.8104,1.7608,
CT1,2019-03-13,2019-03-21,8,4,4A,R174,R,bug,2,1.7983,1.9868,0.3655,0.4169,0.9945,1.0448,0.998,
CT1,2019-03-13,2019-03-21,8,4,4A,R175,R,bug,2,1.8198,2.0708,0.3467,0.4087,2.0216,2.0829,2.0248,
CT1,2019-03-13,2019-03-21,8,4,4A,R176,R,bug,2,1.6621,1.8617,0.4053,0.4656,2.0536,2.1118,2.0577,
CT1,2019-03-13,2019-03-21,8,2,2D,R181,R,microbes,2,1.7435,1.8928,0.4583,NA,NA,NA,NA,
CT1,2019-03-13,2019-03-21,8,2,2D,R182,R,microbes,2,1.7123,1.8716,0.4804,0.5314,1.2574,1.2993,1.2593,
CT1,2019-03-13,2019-03-21,8,2,2D,R183,R,bug,2,1.7309,1.9959,0.4335,0.5151,0.9972,1.0714,1.0032,
CT1,2019-03-13,2019-03-21,8,2,2D,R184,R,bug,2,1.7585,2.0292,0.3738,0.4542,0.9932,1.0655,0.9978,
CT1,2019-03-13,2019-03-21,8,2,2D,R185,R,bug,2,1.8371,2.1075,0.3628,0.4424,0.9757,1.0524,0.981,
CT1,2019-03-13,2019-03-21,8,2,2D,R186,R,bug,2,1.7171,2.0122,0.4737,0.5641,0.9917,1.0709,0.9976,
CT1,2019-03-13,2019-03-21,8,1,1D,R191,R,microbes,2,1.7125,1.8781,0.3339,NA,NA,NA,NA,
CT1,2019-03-13,2019-03-21,8,1,1D,R192,R,microbes,2,1.7066,1.9538,0.4267,0.4912,1.0044,1.0679,1.0091,
CT1,2019-03-13,2019-03-21,8,1,1D,R193,R,bug,2,1.7019,2.0245,0.3877,0.4788,0.9846,1.0743,0.9891,
CT1,2019-03-13,2019-03-21,8,1,1D,R194,R,bug,2,1.721,2.0351,0.4083,0.5012,1.241,1.3328,1.2464,
CT1,2019-03-13,2019-03-21,8,1,1D,R195,R,bug,2,1.8293,2.0385,0.3731,0.4329,1.0133,1.0692,1.0168,
CT1,2019-03-13,2019-03-21,8,1,1D,R196,R,bug,2,1.7311,1.9427,0.3957,0.4562,1.0376,1.0958,1.0408,
